content,sentiment
 I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?,anger
I'm drawning in emails,anger
"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!",anger
last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,anger
Grrr..stupid internet connection ruined a great scrabble game,anger
Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day,anger
 I don't even look at their fabric unless I need polar fleece.   It's worth the extra $ to go to Needle and Thread.,anger
"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much",anger
OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months,anger
 WHATS THE VIDEO?? I CANT WATCH IT!,anger
is so gutted she can't get tickets for pink!,anger
"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original.",anger
The trains turned into a microwave,anger
   What did I do to you!  sheesh,anger
"I'm really getting sick ugh Fuckin nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara &amp; Sami left",anger
This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work,anger
studying for this bullshit econ test,anger
Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.,anger
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,anger
 shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me,anger
" i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",anger
Lost at bowling again  why do i suck,anger
"So hot today =_=  don't like it and i hate my new timetable, having such a bad week",anger
 -  hate when my PARKED car gets hit,anger
 ALL white shoes make me cringe  . White shoes give me pause.,anger
My mouth hurts from this stupid retainer!!,anger
"Oh god, I want to blow up my tooth. It hurts.",anger
Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out,anger
"  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",anger
 Can't  Bro on laptop &amp; Salm on comp! Me stuck with Wii :'( xx,anger
Internet is painfully slow today,anger
is fed up of stupid bots adding me,anger
 the straightener's another 110 pounds though. Seems pricey,anger
Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.,anger
Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.,anger
On my way 2 work damn sinus headaches suck,anger
Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I'll do the work tops,anger
"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",anger
 you are a slow answerer!,anger
 You and your Yuotube links.  DENIED at work.,anger
#itsucks when everyone but the one i want to text me is texting me!,anger
Youtube is made of fail right now. Or maybe it's just me that it hates.,anger
 argh. I don't like ebay. I got outbid at the last second,anger
Not a bad back 43. Piss poor front tho. 90 still unbroken,anger
Goddamnit! If we live in an age of constant communication why can't anyone return a text,anger
"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",anger
Uploading a 1Mo video with microb and on 3G Network in the train is really slow,anger
MOtherfuck QW,anger
sometimes i got tired dealing with my own dilemmas..,anger
 That drives me nuts.,anger
Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say,anger
" oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick.",anger
Ughh. That Miley creature song has infested itself in my brain!,anger
I hate my life,anger
hates these khaki pants! project to do todayy,anger
Dear Allergies.. i hate you.. please go away...love always... your victim..,anger
i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it,anger
John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  ,anger
hut myself in the face with a hammer earlier by accident  obviously it hurts.,anger
No gas PLUS no money = Desperation!!!   and that's the word of the day!  ,anger
"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh...",anger
Very bad things.......I need to stop thinking!,anger
ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.,anger
"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black",anger
  i have to break the twitterparty... im off home soon,anger
at f***** work  .... want somebody to come ???,anger
"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim",anger
 *points at the gear question I just posted* I cant get the rest of my Dreadweave set,anger
The &quot;Catch Me If You Can&quot; DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,anger
Busy busy bee.....  I wish I didn't have 2 do laundry! Worst,anger
"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",anger
  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!,anger
"It's so annoying when I want to go see The Sats,  and  in concert..but I know I'LL Have to pay",anger
Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,anger
I really ain't woth a f*ck. I can't do anythin right.   What's wrong with me?,anger
Sad making! Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc!,anger
" actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.",anger
Almost all are here now! Tomorrow at 8 we start! 291km's of mud  - ,anger
Hate I am going to miss the tweet up this weekend,anger
Ready to kill myself  i hate history,anger
"YESSS, FLASH IS BEING SHITTY TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",anger
and this terrible cartoon that's supposed to be mexican.,anger
 not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh,anger
both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,anger
i hella wanted a sausage mcmuffin but when i gt there breakfast was over,anger
I hate crowds   ,anger
"It's the weekend, its sunny..... and I got another puncture!!!",anger
 u feeling urself so much u cant say hi???  me no likey u,anger
someone WOULD give a speech about loved ones in the hospital. Stupid COMM class,anger
i don't know !!,anger
I hate the dentist,anger
 haha that sucks! actually mine is worse. mines ft math  eww,anger
lif's unfair....luk wat it did to ma frend...i m so hating it,anger
" not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!",anger
wow. i just install twitter fox. I am tired to keep refresh my browser,anger
DIDO &quot;US 2 Little Gods&quot;  &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...,anger
This is getting on my nerves. I cant change my pic,anger
Tummy hurts  oh noes,anger
"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",anger
Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh,anger
I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??,anger
have to return my sideways. fuck meds and bills.,anger
Hates having broken wrist and has PE next ugh,anger
"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",anger
So bored in chem n im super hungry! Ugh,anger
"GAWD, I'm so tired still! I have to move out of here into my new place by 5:30 PM, cause I work.  So stressed! #FB",anger
Stupid idiot who ran a stop sing and almost killed me and my car!,anger
why bother  at celebs? eh? cause it's almost like talking to them,anger
I really hate revision,anger
"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.",anger
Hey ugh im sick and its summar !,anger
"Oh, fuck me. I've just returned from the Supermarket Of Doom to find that I have nothing to drink here.",anger
Swolen as shitt  boo hoo,anger
 I accidentaly slammed my finger in the trunk,anger
 u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!,anger
Just noticed  didn't get the location right again!  Maybe a way to preview it before sending would be handy??,anger
